name,district,latitude,longitude,year_built,proj_area,nbr_buildings,nbr_floors,units,shops,schools,restaurants,hospital,amenities,transportation,price_sqm,change_last_q,change_last_y,rental_yield,change_last_y_rental_price,price_hist
"
        101 Mansion
      ","
        Bang Kapi
      ","""13.7874348""","""100.6315637""",1991,"23,371",5,5,834,"['De Junction Plaza is 1.5 km away (approximately 6 minutes by car)', 'Foodland Supermarket (Lat Phrao) – 2.1 km (10 minutes by car)', 'Siam Future Town Center – 2.3 km (9 minutes by car)', 'Sirius Plaza Shopping Center – 2.7 km (21 minutes by car)', 'Tops Supermarket (Nawamin) – 4.3 km (14 minutes by car)']","['Si Nuan Kindergarten, located within 1.2 km away (approximately 5 minutes by car)', 'Ban Khru Kindergarten – 1.4 km (6 minutes by car)', 'Khanathip Boriban School – 1.5 km (5 minutes by car)', 'Ratchaphongsa Kindergarten – 1.5 km (5 minutes by car)', 'Bangkok Arts & Crafts College – 1.5 km (7 minutes by car)']","['Ban Kalae Restaurant – 480 m (6 minutes by foot)', 'Chon Salat Boat Noodle – 870 m (4 minutes by car)', 'Chap Kang Noodle – 1.3 km (5 minutes by car)', 'Chai Hong Fishball Restaurant – 1.3 km (6 minutes by car)', 'Im Aroi Restaurant – 1.3 km (5 minutes by car)']","Lat Phrao Hospital is the nearest hospital, which is located 2.1 km from the condominium. It will take about 10 minutes by car to go there.","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[('marker-expressway', 'Lat Phrao Toll Plaza', '4.3 km / 17 minutes by car'), ('marker-expressway', 'Yothin Phatthana Toll Plaza', '4.8 km / 21 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '5 km / 16 minutes by car'), ('marker-mrt', 'Sutthisan', '8.1 km / 27 minutes by car'), ('marker-mrt', 'Huai Khwang', '8.3 km / 28 minutes by car')]",10577,0,-95.9,0,–,"[{""date"":""2008-10-01"",""value"":15735},{""date"":""2009-01-01"",""value"":15529},{""date"":""2009-04-01"",""value"":15221},{""date"":""2009-07-01"",""value"":14912},{""date"":""2009-10-01"",""value"":14604},{""date"":""2010-01-01"",""value"":14296},{""date"":""2010-04-01"",""value"":13987},{""date"":""2010-07-01"",""value"":13679},{""date"":""2010-10-01"",""value"":13370},{""date"":""2011-01-01"",""value"":13062},{""date"":""2011-04-01"",""value"":12753},{""date"":""2011-07-01"",""value"":12445},{""date"":""2011-10-01"",""value"":12136},{""date"":""2012-01-01"",""value"":11828},{""date"":""2012-04-01"",""value"":11519},{""date"":""2012-07-01"",""value"":11211},{""date"":""2012-10-01"",""value"":10902},{""date"":""2013-01-01"",""value"":10594},{""date"":""2013-04-01"",""value"":10285},{""date"":""2013-07-01"",""value"":9977},{""date"":""2013-10-01"",""value"":9669},{""date"":""2014-01-01"",""value"":9360},{""date"":""2014-04-01"",""value"":9052},{""date"":""2014-07-01"",""value"":10328},{""date"":""2014-10-01"",""value"":12305},{""date"":""2015-01-01"",""value"":26225},{""date"":""2015-04-01"",""value"":52293},{""date"":""2015-07-01"",""value"":78361},{""date"":""2015-10-01"",""value"":104429},{""date"":""2016-01-01"",""value"":130497},{""date"":""2016-04-01"",""value"":156565},{""date"":""2016-07-01"",""value"":182634},{""date"":""2016-10-01"",""value"":208702},{""date"":""2017-01-01"",""value"":234770},{""date"":""2017-04-01"",""value"":260838},{""date"":""2017-07-01"",""value"":282408},{""date"":""2017-10-01"",""value"":272489},{""date"":""2018-01-01"",""value"":258072},{""date"":""2018-04-01"",""value"":243655},{""date"":""2018-07-01"",""value"":10577},{""date"":""2018-10-01"",""value"":10577},{""date"":""2019-01-01"",""value"":10577}]"
"
        624 Condolette Ladprao
      ","
        Bang Kapi
      ","""13.766348""","""100.649395""",2011,"6,476",2,8,471,"['Phan Thip Plaza Department Store (Phan Thip Bang Kapi) is 400 m away (approximately 5 minutes by foot)', 'N Mark Plaza Department Store – 790 m (4 minutes by car)', 'Mall Avenue – 830 m (3 minutes by car)', 'G.S. Supermart – 850 m (10 minutes by car)', 'Home Fresh Mart (The Mall Bang Kapi) – 1.1 km (6 minutes by car)']","['Darun U Lu Mit Di Ni Ya School, located within 560 m away (approximately 7 minutes by foot)', 'Hua Mak Kindergarten – 720 m (9 minutes by foot)', 'Mewadi Music School (Lotus Bang Kapi) – 740 m (10 minutes by foot)', 'Bangkapi  School – 780 m (2 minutes by car)', 'National Institute Of Development Administration (Nida) – 830 m (5 minutes by car)']","['Food Center – 400 m (5 minutes by foot)', 'Shabu Yoshi – 400 m (5 minutes by foot)', 'Aroi Restaurant (Che Pathum) – 590 m (8 minutes by foot)', 'Shabushi (Lotus Bang Kapi) – 740 m (10 minutes by foot)', 'Pho (Lotus Bang Kapi) – 740 m (10 minutes by foot)']","Vejthani Hospital is the nearest hospital, which is located 1.8 km from the condominium. It will take about 7 minutes by car to go there.","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[('marker-expressway', 'Lat Phrao Toll Plaza', '5.8 km / 18 minutes by car'), ('marker-expressway', 'Srinagarindra Toll Plaza', '6.2 km / 13 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '6.5 km / 16 minutes by car'), ('marker-mrt', 'Huai Khwang', '9.8 km / 24 minutes by car'), ('marker-mrt', 'Thailand Cultural Centre', '9.9 km / 23 minutes by car')]",49059,0,-0.78,6.34,10.68,"[{""date"":""2010-07-01"",""value"":36242},{""date"":""2010-10-01"",""value"":36181},{""date"":""2011-01-01"",""value"":36089},{""date"":""2011-04-01"",""value"":35997},{""date"":""2011-07-01"",""value"":37740},{""date"":""2011-10-01"",""value"":41359},{""date"":""2012-01-01"",""value"":41328},{""date"":""2012-04-01"",""value"":41298},{""date"":""2012-07-01"",""value"":41267},{""date"":""2012-10-01"",""value"":41331},{""date"":""2013-01-01"",""value"":42049},{""date"":""2013-04-01"",""value"":42905},{""date"":""2013-07-01"",""value"":44077},{""date"":""2013-10-01"",""value"":45173},{""date"":""2014-01-01"",""value"":46207},{""date"":""2014-04-01"",""value"":47106},{""date"":""2014-07-01"",""value"":46194},{""date"":""2014-10-01"",""value"":46150},{""date"":""2015-01-01"",""value"":45747},{""date"":""2015-04-01"",""value"":46425},{""date"":""2015-07-01"",""value"":47909},{""date"":""2015-10-01"",""value"":48209},{""date"":""2016-01-01"",""value"":49579},{""date"":""2016-04-01"",""value"":59753},{""date"":""2016-07-01"",""value"":55965},{""date"":""2016-10-01"",""value"":47126},{""date"":""2017-01-01"",""value"":43062},{""date"":""2017-04-01"",""value"":47368},{""date"":""2017-07-01"",""value"":50186},{""date"":""2017-10-01"",""value"":51410},{""date"":""2018-01-01"",""value"":49446},{""date"":""2018-04-01"",""value"":47481},{""date"":""2018-07-01"",""value"":46042},{""date"":""2018-10-01"",""value"":49059},{""date"":""2019-01-01"",""value"":49059}]"
"
        Adamas Ramkhamhaeng
      ","
        Bang Kapi
      ","""13.7524478""","""100.6155072""",1995,"4,699",1,16,140,"['The Mall Department Store (Ramkhamhaeng 3) is 830 m away (approximately 8 minutes by car)', 'Home Fresh Mart (The Mall 3 Ramkhamhaeng) – 880 m (8 minutes by car)', 'Home Fresh Mart (The Mall 2 Ramkhamhaeng) – 890 m (3 minutes by car)', 'The Mall Department Store (Ramkhamhaeng 2) – 890 m (3 minutes by car)', 'Mall Park Department Store – 910 m (3 minutes by car)']","['The Demonstration School Of Ramkhamhaeng University, located within 640 m away (approximately 8 minutes by foot)', 'Leader Development Institute – 640 m (8 minutes by foot)', 'Demonstration Kindergarten, Sathit Ramkhamhaeng University – 730 m (9 minutes by foot)', 'The Office Of Educational Technology, Ramkhamhaeng Univers... – 850 m (13 minutes by car)', 'Ban Thip Kindergarten – 870 m (4 minutes by car)']","['Bu-Nga Raya Restaurant – 300 m (4 minutes by foot)', 'Aroi Food Center – 510 m (6 minutes by foot)', 'Knomjean Senmuan – 520 m (6 minutes by foot)', 'MK Restaurants – 530 m (7 minutes by foot)', 'Blue Nine Restaurant – 580 m (7 minutes by foot)']","Phaet Panya General Hospital is the nearest hospital, which is located 2.3 km from the condominium. It will take about 7 minutes by car to go there.","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[('marker-expressway', 'Srinagarindra Toll Plaza', '2.1 km / 13 minutes by car'), ('marker-expressway', 'Ramkhamhaeng Toll Plaza', '2.5 km / 14 minutes by car'), ('marker-expressway', 'Phatthanakan 2 Toll Plaza', '2.9 km / 9 minutes by car'), ('marker-bts', 'Phra Khanong', '6.1 km / 20 minutes by car'), ('marker-bts', 'Ekkamai', '6.3 km / 23 minutes by car')]",31129,0,0,0,–,"[{""date"":""2014-10-01"",""value"":25258},{""date"":""2015-01-01"",""value"":24581},{""date"":""2015-04-01"",""value"":23903},{""date"":""2015-07-01"",""value"":23731},{""date"":""2015-10-01"",""value"":27097},{""date"":""2016-01-01"",""value"":30968},{""date"":""2016-04-01"",""value"":31487},{""date"":""2016-07-01"",""value"":31129},{""date"":""2016-10-01"",""value"":31129},{""date"":""2017-01-01"",""value"":31129},{""date"":""2017-04-01"",""value"":31129},{""date"":""2017-07-01"",""value"":31129},{""date"":""2017-10-01"",""value"":31129},{""date"":""2018-01-01"",""value"":31129},{""date"":""2018-04-01"",""value"":31129},{""date"":""2018-07-01"",""value"":31129},{""date"":""2018-10-01"",""value"":31129},{""date"":""2019-01-01"",""value"":31129}]"
"
        Aspire Ladprao 113
      ","
        Bang Kapi
      ","""13.770286""","""100.638799""",2016,"3,816",1,8,270,"['Tawanna 2 Department Store is 320 m away (approximately 4 minutes by foot)', 'Tawanna Department Store – 530 m (7 minutes by foot)', 'Tops Daily – 640 m (8 minutes by foot)', 'Home Fresh Mart (The Mall Bang Kapi) – 640 m (8 minutes by foot)', 'Happy Land Center Department Store – 650 m (8 minutes by foot)']","['Suranarai Boriban School, Lat Phrao, located within 710 m away (approximately 9 minutes by foot)', 'Mewadi Music School (Lotus Bang Kapi) – 720 m (9 minutes by foot)', 'Phattharabut Kindergarten – 730 m (9 minutes by foot)', 'Darun U Lu Mit Di Ni Ya School – 910 m (6 minutes by car)', 'Oraphin Beauty-Dress Making School – 920 m (3 minutes by car)']","['Bueng Phlan Chai Restaurant – 300 m (4 minutes by foot)', 'Jeffer – 400 m (5 minutes by foot)', 'Al-Waha Restaurant – 520 m (6 minutes by foot)', 'Kfc – 530 m (7 minutes by foot)', 'Sukishi Bar B Q – 580 m (8 minutes by foot)']","Vejthani Hospital is the nearest hospital, which is located 680 m from the condominium. It will take about 8 minutes by foot to go there.","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[('marker-expressway', 'Lat Phrao Toll Plaza', '4.7 km / 18 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '5.4 km / 16 minutes by car'), ('marker-expressway', 'Srinagarindra Toll Plaza', '6.1 km / 16 minutes by car'), ('marker-mrt', 'Sutthisan', '8.5 km / 28 minutes by car'), ('marker-mrt', 'Huai Khwang', '8.7 km / 30 minutes by car')]",87368,4.15,11.04,5.95,24.43,"[{""date"":""2016-10-01"",""value"":79976},{""date"":""2017-01-01"",""value"":81892},{""date"":""2017-04-01"",""value"":77977},{""date"":""2017-07-01"",""value"":81690},{""date"":""2017-10-01"",""value"":77485},{""date"":""2018-01-01"",""value"":78683},{""date"":""2018-04-01"",""value"":81182},{""date"":""2018-07-01"",""value"":76601},{""date"":""2018-10-01"",""value"":83888},{""date"":""2019-01-01"",""value"":87368}]"
"
        B.R. Condo
      ","
        Bang Kapi
      ","""13.768706""","""100.63887599999998""",1991,"7,391",2,10,560,"['Tawanna 2 Department Store is 8 m away (approximately less than a minute by foot)', 'Tawanna Department Store – 500 m (6 minutes by foot)', 'Home Fresh Mart (The Mall Bang Kapi) – 660 m (8 minutes by foot)', 'Tops Daily – 710 m (9 minutes by foot)', 'Happy Land Center Department Store – 730 m (9 minutes by foot)']","['Suranarai Boriban School, Lat Phrao, located within 630 m away (approximately 8 minutes by foot)', 'Phattharabut Kindergarten – 740 m (9 minutes by foot)', 'Mewadi Music School (Lotus Bang Kapi) – 790 m (9 minutes by car)', 'Darun U Lu Mit Di Ni Ya School – 990 m (9 minutes by car)', 'Oraphin Beauty-Dress Making School – 1 km (6 minutes by car)']","['Bueng Phlan Chai Restaurant – 180 m (2 minutes by foot)', 'Jeffer – 370 m (5 minutes by foot)', 'Kfc – 500 m (6 minutes by foot)', 'Al-Waha Restaurant – 530 m (6 minutes by foot)', 'KFC (Makro Lat Phrao) – 530 m (6 minutes by foot)']","Vejthani Hospital is the nearest hospital, which is located 690 m from the condominium. It will take about 8 minutes by foot to go there.","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[('marker-expressway', 'Lat Phrao Toll Plaza', '4.7 km / 15 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '5.4 km / 12 minutes by car'), ('marker-expressway', 'Srinagarindra Toll Plaza', '6.1 km / 18 minutes by car'), ('marker-mrt', 'Sutthisan', '8.5 km / 23 minutes by car'), ('marker-mrt', 'Huai Khwang', '8.6 km / 25 minutes by car')]",42597,0,-45.82,4.48,-48.71,"[{""date"":""2011-01-01"",""value"":87500},{""date"":""2011-04-01"",""value"":79460},{""date"":""2011-07-01"",""value"":71310},{""date"":""2011-10-01"",""value"":77341},{""date"":""2012-01-01"",""value"":70146},{""date"":""2012-04-01"",""value"":80136},{""date"":""2012-07-01"",""value"":69847},{""date"":""2012-10-01"",""value"":73742},{""date"":""2013-01-01"",""value"":94601},{""date"":""2013-04-01"",""value"":94333},{""date"":""2013-07-01"",""value"":97542},{""date"":""2013-10-01"",""value"":91087},{""date"":""2014-01-01"",""value"":94747},{""date"":""2014-04-01"",""value"":95246},{""date"":""2014-07-01"",""value"":102112},{""date"":""2014-10-01"",""value"":111211},{""date"":""2015-01-01"",""value"":121729},{""date"":""2015-04-01"",""value"":132246},{""date"":""2015-07-01"",""value"":154882},{""date"":""2015-10-01"",""value"":196178},{""date"":""2016-01-01"",""value"":152950},{""date"":""2016-04-01"",""value"":109168},{""date"":""2016-07-01"",""value"":89703},{""date"":""2016-10-01"",""value"":83782},{""date"":""2017-01-01"",""value"":77861},{""date"":""2017-04-01"",""value"":74385},{""date"":""2017-07-01"",""value"":75799},{""date"":""2017-10-01"",""value"":77214},{""date"":""2018-01-01"",""value"":78628},{""date"":""2018-04-01"",""value"":80043},{""date"":""2018-07-01"",""value"":71389},{""date"":""2018-10-01"",""value"":42597},{""date"":""2019-01-01"",""value"":42597}]"
"
        Bangkapi Condotown
      ","
        Bang Kapi
      ","""13.7717841""","""100.6446737""",1992,"15,161",5,11,1553,"['Tops Daily is 84 m away (approximately 1 minute by foot)', 'Phan Thip Plaza Department Store (Phan Thip Bang Kapi) – 660 m (8 minutes by foot)', 'N Mark Plaza Department Store – 960 m (6 minutes by car)', 'Happy Land Center Department Store – 1.2 km (6 minutes by car)', 'Tops Daily – 1.2 km (6 minutes by car)']","['Ban Bang Kapi School, located within 240 m away (approximately 3 minutes by foot)', 'Darun U Lu Mit Di Ni Ya School – 560 m (7 minutes by foot)', 'Mewadi Music School (Lotus Bang Kapi) – 920 m (8 minutes by car)', 'Bangkapi  School – 1.3 km (6 minutes by car)', 'Watthana Non Witthaya School – 1.3 km (5 minutes by car)']","['Ban Khon Mueang Restaurant – 390 m (5 minutes by foot)', 'Yentafo Khrueang Song (Lotus Bang Kapi) – 920 m (8 minutes by car)', 'Food Court (Lotus Bang Kapi) – 920 m (8 minutes by car)', 'Pho (Lotus Bang Kapi) – 920 m (8 minutes by car)', ""Chester's Grill (Lotus Bang Kapi) – 920 m (8 minutes by car)""]","Vejthani Hospital is the nearest hospital, which is located 2 km from the condominium. It will take about 9 minutes by car to go there.","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[('marker-expressway', 'Lat Phrao Toll Plaza', '6 km / 19 minutes by car'), ('marker-expressway', 'Srinagarindra Toll Plaza', '6.5 km / 14 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '6.7 km / 17 minutes by car'), ('marker-mrt', 'Sutthisan', '9.8 km / 27 minutes by car'), ('marker-mrt', 'Huai Khwang', '10 km / 27 minutes by car')]",19071,0,0,0,–,"[{""date"":""2010-10-01"",""value"":12044},{""date"":""2011-01-01"",""value"":12178},{""date"":""2011-04-01"",""value"":12311},{""date"":""2011-07-01"",""value"":12444},{""date"":""2011-10-01"",""value"":12578},{""date"":""2012-01-01"",""value"":12711},{""date"":""2012-04-01"",""value"":12844},{""date"":""2012-07-01"",""value"":12978},{""date"":""2012-10-01"",""value"":13111},{""date"":""2013-01-01"",""value"":13244},{""date"":""2013-04-01"",""value"":13378},{""date"":""2013-07-01"",""value"":13511},{""date"":""2013-10-01"",""value"":13644},{""date"":""2014-01-01"",""value"":13778},{""date"":""2014-04-01"",""value"":13911},{""date"":""2014-07-01"",""value"":14583},{""date"":""2014-10-01"",""value"":16157},{""date"":""2015-01-01"",""value"":16021},{""date"":""2015-04-01"",""value"":15470},{""date"":""2015-07-01"",""value"":14919},{""date"":""2015-10-01"",""value"":14368},{""date"":""2016-01-01"",""value"":14839},{""date"":""2016-04-01"",""value"":17355},{""date"":""2016-07-01"",""value"":19101},{""date"":""2016-10-01"",""value"":19124},{""date"":""2017-01-01"",""value"":18907},{""date"":""2017-04-01"",""value"":19071},{""date"":""2017-07-01"",""value"":19071},{""date"":""2017-10-01"",""value"":19071},{""date"":""2018-01-01"",""value"":19071},{""date"":""2018-04-01"",""value"":19071},{""date"":""2018-07-01"",""value"":19071},{""date"":""2018-10-01"",""value"":19071},{""date"":""2019-01-01"",""value"":19071}]"
"
        Bangkok Horizon Ramkhamhaeng
      ","
        Bang Kapi
      ","""13.7629449""","""100.6484782""",2010,"5,568",1,38,592,"['G.S. Supermart is 480 m away (approximately 7 minutes by foot)', 'Phan Thip Plaza Department Store (Phan Thip Bang Kapi) – 640 m (8 minutes by foot)', 'The Mall Department Store (Bang Kapi) – 1 km (4 minutes by car)', 'Mall Avenue – 1.1 km (5 minutes by car)', 'Tops Daily – 1.3 km (6 minutes by car)']","['Hua Mak Kindergarten, located within 280 m away (approximately 4 minutes by foot)', 'Kanchana Phon Kindergarten – 370 m (5 minutes by foot)', 'Interkids Kindergarten – 710 m (9 minutes by foot)', 'Darun U Lu Mit Di Ni Ya School – 800 m (6 minutes by car)', 'Mewadi Music School (Lotus Bang Kapi) – 940 m (7 minutes by car)']","['Ban Bun Wiset Restaurant (I-San Ban Hao) – 280 m (3 minutes by foot)', 'Bali Restaurant – 390 m (5 minutes by foot)', ""Chicken's Plus Restaurant – 440 m (5 minutes by foot)"", 'Bang Pakong Buffet Restaurant – 480 m (6 minutes by foot)', 'Baan Yuan Vietnam Restaurant – 540 m (7 minutes by foot)']","Ramkhamhaeng Hospital is the nearest hospital, which is located 1.4 km from the condominium. It will take about 3 minutes by car to go there.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[('marker-expressway', 'Srinagarindra Toll Plaza', '5.8 km / 11 minutes by car'), ('marker-expressway', 'Lat Phrao Toll Plaza', '6.1 km / 19 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '6.3 km / 17 minutes by car'), ('marker-mrt', 'Huai Khwang', '9.4 km / 23 minutes by car'), ('marker-bts', 'Phra Khanong', '9.8 km / 25 minutes by car')]",63000,3.19,6.56,6.8,-12.29,"[{""date"":""2010-04-01"",""value"":50282},{""date"":""2010-07-01"",""value"":51688},{""date"":""2010-10-01"",""value"":52110},{""date"":""2011-01-01"",""value"":52735},{""date"":""2011-04-01"",""value"":53828},{""date"":""2011-07-01"",""value"":52604},{""date"":""2011-10-01"",""value"":58850},{""date"":""2012-01-01"",""value"":59398},{""date"":""2012-04-01"",""value"":62437},{""date"":""2012-07-01"",""value"":70215},{""date"":""2012-10-01"",""value"":62973},{""date"":""2013-01-01"",""value"":61049},{""date"":""2013-04-01"",""value"":61480},{""date"":""2013-07-01"",""value"":61841},{""date"":""2013-10-01"",""value"":66631},{""date"":""2014-01-01"",""value"":59720},{""date"":""2014-04-01"",""value"":56787},{""date"":""2014-07-01"",""value"":59833},{""date"":""2014-10-01"",""value"":63097},{""date"":""2015-01-01"",""value"":65011},{""date"":""2015-04-01"",""value"":60545},{""date"":""2015-07-01"",""value"":58721},{""date"":""2015-10-01"",""value"":58453},{""date"":""2016-01-01"",""value"":62334},{""date"":""2016-04-01"",""value"":62606},{""date"":""2016-07-01"",""value"":62332},{""date"":""2016-10-01"",""value"":61070},{""date"":""2017-01-01"",""value"":60824},{""date"":""2017-04-01"",""value"":67561},{""date"":""2017-07-01"",""value"":63013},{""date"":""2017-10-01"",""value"":55954},{""date"":""2018-01-01"",""value"":59124},{""date"":""2018-04-01"",""value"":60267},{""date"":""2018-07-01"",""value"":69776},{""date"":""2018-10-01"",""value"":61051},{""date"":""2019-01-01"",""value"":63000}]"
"
        Bliz Condominium Bearing
      ","
        Bang Kapi
      ","""13.773062""","""100.6342461""",2012,"1,504",1,8,79,"['Chai Wiwat Supermarket is 1.5 km away (approximately 5 minutes by car)', 'Imperial World Department Store (Samrong) – 1.5 km (10 minutes by car)', 'O Mart Supermarket – 2.4 km (7 minutes by car)', 'Superstore – 2.8 km (8 minutes by car)', 'M&M Garden Mall – 4.9 km (16 minutes by car)']","['Saint Andrews International School, located within 1.1 km away (approximately 7 minutes by car)', 'Matthyom Dan Samrong School – 1.3 km (4 minutes by car)', 'Chaowarat Golf School – 2.2 km (8 minutes by car)', 'Sikh Witthayalai School – 2.5 km (13 minutes by car)', 'Thai Sikh International School – 2.5 km (13 minutes by car)']","['Chok Bangkok – 1.3 km (5 minutes by car)', 'Yum Saap (Imperial World Samrong) – 1.6 km (8 minutes by car)', 'S&P (Imperial World Samrong) – 1.6 km (8 minutes by car)', 'Sky Lark (Imperial World Samrong) – 1.6 km (8 minutes by car)', 'Shabushi – 1.6 km (8 minutes by car)']","Samrong Hospital is the nearest hospital, which is located 1.8 km from the condominium. It will take about 13 minutes by car to go there.","[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[('marker-bts', 'Bearing', '1.4 km / 6 minutes by car'), ('marker-bts', 'Bang Na', '2.2 km / 7 minutes by car'), ('marker-expressway', 'Bang Na Toll Plaza', '3.4 km / 10 minutes by car'), ('marker-bts', 'Udom Suk', '3.5 km / 12 minutes by car'), ('marker-expressway', 'Pak Nam Toll Plaza-Outbound 2', '3.6 km / 27 minutes by car')]",54741,0,44.23,0,–,"[{""date"":""2013-07-01"",""value"":50926},{""date"":""2013-10-01"",""value"":47126},{""date"":""2014-01-01"",""value"":45115},{""date"":""2014-04-01"",""value"":43290},{""date"":""2014-07-01"",""value"":42777},{""date"":""2014-10-01"",""value"":42593},{""date"":""2015-01-01"",""value"":42692},{""date"":""2015-04-01"",""value"":42790},{""date"":""2015-07-01"",""value"":42889},{""date"":""2015-10-01"",""value"":42988},{""date"":""2016-01-01"",""value"":43087},{""date"":""2016-04-01"",""value"":43185},{""date"":""2016-07-01"",""value"":43284},{""date"":""2016-10-01"",""value"":43383},{""date"":""2017-01-01"",""value"":43482},{""date"":""2017-04-01"",""value"":43580},{""date"":""2017-07-01"",""value"":43350},{""date"":""2017-10-01"",""value"":40817},{""date"":""2018-01-01"",""value"":37954},{""date"":""2018-04-01"",""value"":35092},{""date"":""2018-07-01"",""value"":46558},{""date"":""2018-10-01"",""value"":54741},{""date"":""2019-01-01"",""value"":54741}]"
"
        Chewathai Ramkamhaeng
      ","
        Bang Kapi
      ","""13.7613824""","""100.6331327""",2013,"6,400",1,36,400,"['Blue Shop is 600 m away (approximately 8 minutes by foot)', 'F.B.T. Sport Complex Department Store – 1 km (8 minutes by car)', 'G.S. Supermart – 1.3 km (3 minutes by car)', 'Home Fresh Mart (The Mall Bang Kapi) – 1.4 km (9 minutes by car)', 'Tawanna Department Store – 1.5 km (4 minutes by car)']","['ST. Theresa International College Of Business And Management, located within 390 m away (approximately 5 minutes by foot)', 'St.theresa Technology Of Business Administration School – 390 m (5 minutes by foot)', 'Khlong Chan Mosque School – 500 m (6 minutes by foot)', 'Opinion Institute – 570 m (7 minutes by foot)', 'Sutharak Boriban School – 990 m (8 minutes by car)']","['Chang Chiang Khao Man Kai Restaurant – 350 m (4 minutes by foot)', 'Fishball Yaowarat Noodle – 480 m (6 minutes by foot)', 'Bang Phochana – 480 m (6 minutes by foot)', 'Dream Seafood Barbeque – 520 m (7 minutes by foot)', 'Ban Ko Phai Restaurant – 550 m (7 minutes by foot)']","Ramkhamhaeng Hospital is the nearest hospital, which is located 460 m from the condominium. It will take about 6 minutes by foot to go there.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]","[('marker-expressway', 'Srinagarindra Toll Plaza', '4.1 km / 14 minutes by car'), ('marker-expressway', 'Pracha Uthit Toll Plaza', '4.5 km / 14 minutes by car'), ('marker-expressway', 'Phatthanakan 2 Toll Plaza', '4.9 km / 15 minutes by car'), ('marker-mrt', 'Huai Khwang', '7.7 km / 26 minutes by car'), ('marker-mrt', 'Thailand Cultural Centre', '7.8 km / 23 minutes by car')]",89261,17.97,9.63,4.26,-10.96,"[{""date"":""2011-10-01"",""value"":63270},{""date"":""2012-01-01"",""value"":62236},{""date"":""2012-04-01"",""value"":60996},{""date"":""2012-07-01"",""value"":59756},{""date"":""2012-10-01"",""value"":58516},{""date"":""2013-01-01"",""value"":57277},{""date"":""2013-04-01"",""value"":56037},{""date"":""2013-07-01"",""value"":56716},{""date"":""2013-10-01"",""value"":61235},{""date"":""2014-01-01"",""value"":59264},{""date"":""2014-04-01"",""value"":64584},{""date"":""2014-07-01"",""value"":73959},{""date"":""2014-10-01"",""value"":77569},{""date"":""2015-01-01"",""value"":67060},{""date"":""2015-04-01"",""value"":65971},{""date"":""2015-07-01"",""value"":81139},{""date"":""2015-10-01"",""value"":87815},{""date"":""2016-01-01"",""value"":78898},{""date"":""2016-04-01"",""value"":78750},{""date"":""2016-07-01"",""value"":79167},{""date"":""2016-10-01"",""value"":79583},{""date"":""2017-01-01"",""value"":77731},{""date"":""2017-04-01"",""value"":80275},{""date"":""2017-07-01"",""value"":82059},{""date"":""2017-10-01"",""value"":68328},{""date"":""2018-01-01"",""value"":81419},{""date"":""2018-04-01"",""value"":76506},{""date"":""2018-07-01"",""value"":85000},{""date"":""2018-10-01"",""value"":75666},{""date"":""2019-01-01"",""value"":89261}]"
